	Name der Institution	Ort	Name Ministerien	Affiliation ROR	ROR ID	GRID ID	Wikidata ID	Einrichtungsart	URL Webseite Institution	Name GERiT	Ort GERiT	GERiT ID 	URL der Einrichtung GERiT	Name GERiT English	GRID ID GERiT	DFG Instituts ID GERiT	Straße GERiT	Hausnummer GERiT	Postfach GERiT	Postleitzahl vor Ort GERiT	Ort GERiT	DESTATIS Fächerguppe GERiT	DESTATIS Lehr- Forschungsbereich GERiT	DESTATIS Fachgebiet GERiT	Crossref ID 1 GERiT	Crossref ID 2 GERiT	Crossref ID 3 GERiT	Einrichtungsart GERiT	Einrichtungsart GERIT English	OA Webseite der Institution	OA Webseite Datum	OA-Beauftragte/r	OA-Beauftragte/r URL	OA-Beauftragte/r URL Datum	Ansprechperson für Open Access	Ansprechperson für Open Access URL	Ansprechperson für Open Access URL Datum	(Funktions-)Emailadresse	OA Policy	OA Policy Datum	OA Policy URL	OA Policy URL Datum	OA Leitlinie	OA Leitlinie Datum	OA Leitlinie URL	OA Leitlinie URL Datum	Publikationsfonds	Publikationsfonds Art der Finanzierung	Zs. Publikationsfonds	Zs. Publikationsfonds URL	Mono Publikationsfonds 	Mono Publikationsfonds URL	Publikationsfonds Datum Recherche	Repositorium URL	OA-Verlag	OA-Verlag URL	OA-Verlag Datum Recherche	OJS-Standort	OJS-Standort URL	OJS-Standort Datum Recherche	OA/OS-Preis URL	Berliner Erklärung	Datum Berliner Erklärung (Bundesländeratlas)	Berliner Erklärung Datum Recherche	OA2020	Datum OA2020 (Bundesländeratlas)	OA2020 Datum Recherche	DORA Institution	DORA Datum Recherche	Jussieu	Jussieu Datum Recherche	aktualisiert am
Baden-Württemberg	Filmakademie Baden-Württemberg	Ludwigsburg	Filmakademie Baden-Württemberg	NA	NA	NA	Q880577	Hochschule	www.filmakademie.de/	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	20.7.2021	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Freie Hochschule Stuttgart - Seminar für Waldorfpädagogik	Stuttgart	NA	NA	NA	NA	Q1453964	Hochschule	www.freie-hochschule-stuttgart.de/	Freie Hochschule Stuttgart - Seminar für Waldorfpädagogik	Stuttgart	http://www.gerit.org/de/institutiondetail/981405	www.freie-hochschule-stuttgart.de/	Free University of Applied Sciences Stuttgart - Waldorf Education Seminar	NA	NA	Haußmannstraße	44A	NA	70188	Stuttgart	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	Recherche fehlt	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		20.07.2021
Baden-Württemberg	German Graduate School of Management and Law	Heilbronn	NA	NA	https://ror.org/04tenkb98	grid.473592.e	Q1513916	Hochschule	www.ggs.de	German Graduate School of Management and Law	Heilbronn	http://www.gerit.org/de/institutiondetail/198356162	www.ggs.de	German Graduate School of Management and Law	grid.473592.e	NA	Bildungscampus	2	NA	74076	Heilbronn	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	Recherche fehlt	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		20.07.2021
Baden-Württemberg	Hochschule der Bundesagentur für Arbeit Mannheim	Mannheim	Hochschule der Bundesagentur für Arbeit Mannheim	NA	https://ror.org/02d89at43	grid.466212.5	Q1622148	Hochschule	www.hdba.de/start	Hochschule der Bundesagentur für Arbeit (HdBA)	Mannheim	http://www.gerit.org/de/institutiondetail/198368249	www.hdba.de/start/	University of Applied Labour Studies of the Federal Employment Agency (HdBA)	grid.466212.5	NA	Seckenheimer Landstraße	16	NA	68163	Mannheim	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule der Medien Stuttgart	Stuttgart	Hochschule der Medien Stuttgart	NA	https://ror.org/022r03w28	grid.434945.b	Q1233544	Hochschule	www.hdm-stuttgart.de/	Hochschule der Medien (HdM) Stuttgart	Stuttgart	http://www.gerit.org/de/institutiondetail/10070	www.hdm-stuttgart.de/	Media University (HdM) Stuttgart	grid.434945.b	NA	Nobelstraße	10	NA	70569	Stuttgart	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	hdms.bsz-bw.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule der Wirtschaft für Management gGmbH	Mannheim	NA	NA	https://ror.org/026c3xn33	grid.466217.0	Q1622159	Hochschule	www.hdwm.de	Hochschule der Wirtschaft für Management gGmbH	Mannheim	http://www.gerit.org/de/institutiondetail/233235700	www.hdwm.de	University of Applied Sciences for Business and Management (HdWM)	NA	NA	Oskar-Meixner-Straße	4-6	NA	68163	Mannheim	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	Recherche fehlt	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		20.07.2021
Baden-Württemberg	Duale Hochschule Baden-Württemberg Heilbronn	Heilbronn	Duale Hochschule Baden-Württemberg Heilbronn	NA	NA	NA	Q18287426	Hochschule	www.heilbronn.dhbw.de/	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	www.cas.dhbw.de/bibliothek/services/wissenschaftliches-publizieren/	11.12.2020	NA	NA	11.12.2020	Martina Berenz	https://www.heilbronn.dhbw.de/studierende/campus/bibliothek/wissenschaftliches-publizieren-open-access.html	20.7.2021	kathrin[​dot]flohr[at]heilbronn[​dot]dhbw[​dot]de	ja	Sep 20	www.dhbw.de/fileadmin/user_upload/Dokumente/Forschung/Open_Access_Policy_der_DHBW_2020.pdf		NA	NA			ja	MWK-Kofinanziert	ja	www.cas.dhbw.de/bibliothek/services/wissenschaftliches-publizieren/	nein	NA	11.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Staatliche Hochschule für Gestaltung Karlsruhe	Karlsruhe	Staatliche Hochschule für Technik, Wirtschaft und Gestaltung Karlsruhe	NA	https://ror.org/04vq9c111	grid.448697.0	Q896116	Hochschule	www.hfg-karlsruhe.de	Staatliche Hochschule für Gestaltung Karlsruhe	Karlsruhe	http://www.gerit.org/de/institutiondetail/10808	www.hfg-karlsruhe.de	Karlsruhe State College of Design	grid.448697.0	NA	Lorenzstraße	15	NA	76135	Karlsruhe	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Musik/Kunst-HS	NA	NA	21.6.2021	NA	NA	21.6.2021	NA	NA	21.6.2021	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	Recherche fehlt	opus.htwg-konstanz.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.07.2021
Baden-Württemberg	Hochschule für Kommunikation und Gestaltung	Stuttgart	NA	NA	NA	NA	Q21040608	Hochschule	www.hfk-bw.de	Hochschule für Kommunikation und Gestaltung	Stuttgart	http://www.gerit.org/de/institutiondetail/349230088	www.hfk-bw.de	Hochschule für Kommunikation und Gestaltung (University of Communication and Design)	NA	NA	Kölner Straße	38	NA	70376	Stuttgart	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	Recherche fehlt	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.07.2021
Baden-Württemberg	Hochschule für Kirchenmusik der Evangelischen Landeskirche in Baden	Heidelberg	Hochschule für Kirchenmusik der Evangelischen Landeskirche in Baden	NA	NA	NA	Q28738614	Hochschule	www.hfk-heidelberg.de	Hochschule für Kirchenmusik der Evangelischen Landeskirche in Baden	Heidelberg	http://www.gerit.org/de/institutiondetail/13106	www.hfk-heidelberg.de	College of Church Music of the Protestant State Church in Baden	NA	NA	Hildastraße	8	NA	69115	Heidelberg	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Musik/Kunst-HS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule für Musik Karlsruhe	Karlsruhe	Hochschule für Musik Karlsruhe	NA	https://ror.org/03ps48j85	grid.507521.4	Q448324	Hochschule	www.hfm-karlsruhe.de/hfm/	Hochschule für Musik Karlsruhe	Karlsruhe	http://www.gerit.org/de/institutiondetail/12977	www.hfm-karlsruhe.de/hfm/	University of Music Karlsruhe	grid.507521.4	NA	Am Schloss Gottesaue	7	NA	76131	Karlsruhe	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Musik/Kunst-HS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule für Polizei Baden-Württemberg	Villingen-Schwenningen	Hochschule für Polizei Baden-Württemberg	NA	https://ror.org/055s1wn27	grid.466421.3	Q1622214	Hochschule	www.hfpol-bw.de/	Hochschule für Polizei Baden-Württemberg	Villingen-Schwenningen	http://www.gerit.org/de/institutiondetail/20748138	www.hfpol-bw.de	Police Academy Baden-Württemberg	grid.466421.3	NA	Sturmbühlstraße	250	NA	78054	Villingen-Schwenningen	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule für Technik Stuttgart	Stuttgart	Hochschule für Technik Stuttgart	NA	https://ror.org/039gdg280	grid.434950.f	Q1540704	Hochschule	www.hft-stuttgart.de/	Hochschule für Technik Stuttgart	Stuttgart	http://www.gerit.org/de/institutiondetail/10071	www.hft-stuttgart.de	Stuttgart University of Applied Sciences	grid.434950.f	NA	Schellingstraße	24	NA	70174	Stuttgart	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen	Nürtingen	Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen	NA	https://ror.org/02rqsa469	grid.449562.8	Q1622229	Hochschule	www.hfwu.de/	Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen	Nürtingen	http://www.gerit.org/de/institutiondetail/10479	www.hfwu.de/de/	Business Economics and Environment University, Nürtingen-Geislingen	grid.449562.8	NA	Neckarsteige	6-10	NA	72622	Nürtingen	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	www.hfwu.de/hochschule-fuer-wirtschaft-und-umwelt-nuertingen-geislingen/elektronisches-publizieren/	15.12.2020	NA	NA	15.12.2020	Elena Kubein	www.hfwu.de/hochschule-fuer-wirtschaft-und-umwelt-nuertingen-geislingen/elektronisches-publizieren/#c45292-1	20.7.2021	uwe[​dot]rothfuss[at]hfwu[​dot]de, elena[​dot]kubein[at]hfwu[​dot]de	ja	12.04.2018	https://www.hfwu.de/fileadmin/user_upload/Forschung/Dokumente/Open_Access_Policy_HfWU_2018-04_12.pdf		NA	NA			nein	NA	NA	NA	NA	NA	15.12.2020	hfwu.bsz-bw.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule für Gesundheitsorientierte Wissenschaften Rhein-Neckar	Mannheim	NA	NA	https://ror.org/03zvpee43	grid.491898.5	Q50038623	Hochschule	www.hgwr.de	Hochschule für Gesundheitsorientierte Wissenschaften Rhein-Neckar	Mannheim	http://www.gerit.org/de/institutiondetail/424261138	www.hgwr.de	NA	grid.491898.5	NA	Walter-Krause-Straße	11	NA	68163	Mannheim	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	MNA	Recherche fehlt	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.07.2021
Baden-Württemberg	Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart	Stuttgart	Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart	NA	https://ror.org/057qv9h29	grid.466250.3	Q568692	Hochschule	www.hmdk-stuttgart.de	Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart	Stuttgart	http://www.gerit.org/de/institutiondetail/13027	www.hmdk-stuttgart.de	Stuttgart College of Music and Performing Arts	grid.466250.3	NA	Urbanstraße	25	NA	70182	Stuttgart	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Musik/Kunst-HS	NA	NA	18.12.2020	NA	NA	18.12.2020	NA	NA	18.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	18.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule Biberach	Biberach	Hochschule Biberach	NA	https://ror.org/0004r6b85	grid.440922.9	Q1622079	Hochschule	www.hochschule-biberach.de/	Hochschule Biberach	Biberach	http://www.gerit.org/de/institutiondetail/13067	www.hochschule-biberach.de/	Biberach University of Applied Science	grid.440922.9	NA	Karlstraße	11	NA	88400	Biberach	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	SRH Hochschule Heidelberg	Heidelberg	NA	NA	https://ror.org/00g07sz63	grid.466188.5	Q2207707	Hochschule	www.hochschule-heidelberg.de	SRH Hochschule Heidelberg	Heidelberg	http://www.gerit.org/de/institutiondetail/13085	www.hochschule-heidelberg.de	University of Applied Sciences Heidelberg	grid.466188.5	NA	Ludwig-Guttmann-Straße	6	NA	69123	Heidelberg	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	NA	20.07.2021	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	nein	NA	Recherche fehlt	https://opus4.kobv.de/opus4-srh/home/index/contact	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		20.07.2021
Baden-Württemberg	Hochschule Aalen	Aalen	Hochschule Aalen	NA	https://ror.org/04gg60e72	grid.440920.b	Q1622071	Hochschule	www.hs-aalen.de/	Hochschule Aalen - Technik und Wirtschaft	Aalen	http://www.gerit.org/de/institutiondetail/10072	www.hs-aalen.de/	Aalen University of Applied Sciences	grid.440920.b	NA	Beethovenstraße	1	NA	73430	Aalen	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	www.hs-aalen.de/de/pages/bibliothek_wissenschaftliches-arbeiten-und-publizieren	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	ja	NA	www.hs-aalen.de/uploads/mediapool/media/file/24753/Open_Access_Policy.pdf		NA	NA			ja	MWK-Kofinanziert	ja	www.hs-aalen.de/de/pages/bibliothek_wissenschaftliches-arbeiten-und-publizieren	nein	NA	14.12.2020	opus-htw-aalen.bsz-bw.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule Albstadt-Sigmaringen	Sigmaringen	Hochschule Albstadt-Sigmaringen	NA	https://ror.org/03crxcn36	grid.460102.1	Q1441039	Hochschule	www.hs-albsig.de/	Hochschule Albstadt-Sigmaringen	Sigmaringen	http://www.gerit.org/de/institutiondetail/13061	www.hs-albsig.de	Albstadt-Sigmaringen University	grid.460102.1	NA	Anton-Günther-Straße	51	NA	72488	Sigmaringen	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule Esslingen	Esslingen	Hochschule Esslingen	NA	https://ror.org/056cezx90	grid.448696.1	Q1622101	Hochschule	www.hs-esslingen.de/	Hochschule Esslingen	Esslingen	http://www.gerit.org/de/institutiondetail/10074	www.hs-esslingen.de/	Esslingen University of Applied Sciences	grid.448696.1	NA	Kanalstraße	33	NA	73728	Esslingen	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	ja	10.2018	www.hs-esslingen.de/forschung/transfer/openaccess-publikationsrichtlinie/		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	hses.bsz-bw.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	16.07.2021	nein	NA		nein		nein		16.7.2021
Baden-Württemberg	Hochschule Furtwangen	Furtwangen	Hochschule Furtwangen	NA	https://ror.org/02m11x738	grid.21051.37	Q529572	Hochschule	www.hs-furtwangen.de/	Hochschule Furtwangen	Furtwangen	http://www.gerit.org/de/institutiondetail/13074	www.hs-furtwangen.de/	Furtwangen University	grid.21051.37	NA	Robert-Gerwig-Platz	1	NA	78120	Furtwangen	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	15.12.2020	NA	NA	15.12.2020	NA	NA	15.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	15.12.2020	opus.hs-furtwangen.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	20.07.2021	nein	NA		nein		nein		20.7.2021
Baden-Württemberg	Hochschule Heilbronn	Heilbronn	Hochschule Heilbronn	NA	https://ror.org/04g5gcg95	grid.461673.1	Q327693	Hochschule	www.hs-heilbronn.de/	Hochschule Heilbronn (HHN)	Heilbronn	http://www.gerit.org/de/institutiondetail/10073	www.hs-heilbronn.de/	Heilbronn University of Applied Sciences	grid.461673.1	NA	Max-Planck-Straße	39	NA	74081	Heilbronn	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	11.12.2020	NA	NA	11.12.2020	NA	NA	11.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	11.12.2020	http://opus-hshn.bsz-bw.de/	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	20.07.2021	nein	NA		nein		nein		11.12.2020
Baden-Württemberg	Hochschule Karlsruhe - Technik und Wirtschaft	Karlsruhe	Hochschule Karlsruhe - Technik und Wirtschaft	NA	https://ror.org/01c0m1t63	grid.434954.b	Q761708	Hochschule	www.hs-karlsruhe.de/	Hochschule Karlsruhe - Technik und Wirtschaft (HsKA)	Karlsruhe	http://www.gerit.org/de/institutiondetail/10075	www.hs-karlsruhe.de	Karlsruhe University of Applied Sciences	grid.434954.b	NA	Moltkestraße	30	NA	76133	Karlsruhe	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	www.hs-karlsruhe.de/hochschule/einrichtungen/fachbibliothek/open-access-publizieren	15.12.2020	NA	NA	15.12.2020	Team Information	https://www.bibliothek.kit.edu/hka-publikationsfonds.php#Anker4	15.12.2020	elena[​dot]stamm[at]hs-karlsruhe[​dot]de	nein	NA	NA		NA	NA			ja	MWK-Kofinanziert	ja	https://www.bibliothek.kit.edu/hka-publikationsfonds.php#Anker4	nein	NA	15.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	20.07.2021	nein	NA		nein		nein		15.12.2020
Baden-Württemberg	Hochschule für öffentliche Verwaltung Kehl	Kehl	Hochschule für öffentliche Verwaltung Kehl	NA	https://ror.org/01hqp1g48	grid.454321.5	Q1622113	Hochschule	www.hs-kehl.de/	Hochschule für öffentliche Verwaltung Kehl	Kehl	http://www.gerit.org/de/institutiondetail/210883408	www.hs-kehl.de/	University of Public Administration Kehl	grid.454321.5	NA	NA	NA	Postfach 1549	77675	Kehl	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	20.07.2021	nein	NA		nein		nein		14.12.2020
Baden-Württemberg	Hochschule für öffentliche Verwaltung und Finanzen Ludwigsburg	Ludwigsburg	Hochschule für öffentliche Verwaltung und Finanzen Ludwigsburg	NA	https://ror.org/03gzxs418	grid.507514.2	Q1604537	Hochschule	www.hs-ludwigsburg.de/	Hochschule für öffentliche Verwaltung und Finanzen Ludwigsburg	Ludwigsburg	http://www.gerit.org/de/institutiondetail/210686425	www.hs-ludwigsburg.de/	University of Applied Sciences for Public Administration and Finance Ludwigsburg	grid.507514.2	NA	Reuteallee	36	NA	71634	Ludwigsburg	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	NA	14.12.2020	NA	nein	NA	NA		NA	NA			nein	NA	NA	NA	NA	NA	14.12.2020	NA	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	20.07.2021	nein	NA		nein		nein		14.12.2020
Baden-Württemberg	Hochschule Mannheim	Mannheim	Hochschule Mannheim	NA	https://ror.org/04p61dj41	grid.440963.c	Q321369	Hochschule	www.hs-mannheim.de/	Hochschule Mannheim	Mannheim	http://www.gerit.org/de/institutiondetail/13051	www.hs-mannheim.de	Mannheim University of Applied Sciences	grid.440963.c	NA	Paul-Wittsack-Straße	10	NA	68163	Mannheim	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	www.bib.hs-mannheim.de/publizieren-open-access.html	15.12.2020	NA	NA	15.12.2020	NA	NA	15.12.2020	bibliothek[at]hs-mannheim[​dot]de	ja	17.01.2019	www.bib.hs-mannheim.de/publizieren-open-access.html		NA	NA			ja	MWK-Kofinanziert	ja	www.bib.hs-mannheim.de/publizieren-open-access/aktuell-oa-publikationsfonds.html	nein	NA	15.12.2020	opus.bib.hs-mannheim.de/home	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	20.07.2021	nein	NA		nein		nein		15.12.2020
Baden-Württemberg	Hochschule Offenburg	Offenburg	Hochschule für Technik, Wirtschaft und Medien Offenburg	NA	https://ror.org/03zh5eq96	grid.440974.a	Q1622133	Hochschule	www.hs-offenburg.de	Hochschule Offenburg	Offenburg	http://www.gerit.org/de/institutiondetail/13075	www.hs-offenburg.de	Offenburg University	grid.440974.a	NA	Badstraße	24	NA	77652	Offenburg	Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen)	Hochschule insgesamt	Hochschule allgemein	NA	NA	NA	Weitere HS/FS	NA	NA	14.12.2020	NA	NA	14.12.2020	Petra Möhringer	www.hs-offenburg.de/service/infos-formulare-a-z-oeffentlich/open-access-policy/	14.12.2020	moehringer[at]hs-offenburg[​dot]de	ja	08.11.2020	www.hs-offenburg.de/service/infos-formulare-a-z-oeffentlich/open-access-policy/		NA	NA			nein	NA	NA	NA	NA	NA	Recherche fehlt	http://opus.hs-offenburg.de	nein	NA	13.06.2021	nein	NA	13.06.2021	NA	nein	NA	20.07.2021	nein	NA		nein		nein		14.06.2021
